Nonwhite, New City ,"  2,237 ",  91 ,  141 ,  256 ,"  2,696 ","  32,770 ","  42,777 ","  44,932 ","  39,680 ","  36,324 ","  35,607 ","  36,125 ","  35,989 ","  36,168 ","  34,747 "
Total,West Elston,"  2,861 ","  3,255 ","  7,728 ","  14,215 ","  14,059 ","  12,797 ","  12,266 ","  15,921 ","  18,109 ","  18,980 ","  19,517 ","  19,165 ","  19,192 ","  19,932 ","19,210"
Asian,West Elston,,,,,  12 , N/A ,  62 ,  136 ,  222 ,  322 ,  284 ,  257 ,  303 ,  308 ,378
Black or African-American,West Elston, - , - ,  4 ,  - ,  5 ,  7 ,  4 ,  74 ,  255 ,  405 ,  266 ,  133 ,  262 ,  213 ,266
Persons of Spanish Language*,West Elston,,,,,  283 ,  297 ,"  1,135 ","  7,875 ","  14,314 ","  14,811 ","  15,402 ","  15,354 ","  15,385 ","  16,566 ","15,820"
White,West Elston,"  2,807 ","  3,255 ","  7,721 ","  14,210 ","  14,022 ","  12,389 ","  11,055 ","  7,461 ","  3,250 ","  3,370 ","  3,529 ","  3,397 ","  3,235 ","  2,840 ","2,722"
Percent Black,West Elston,,,  0 ,  - ,  0 ,  0 ,  0 ,  0 ,  1 ,  2 ,  1 ,  1 ,  1 ,  1 ,  1 
Nonwhite, West Elston ,  54 ,  - ,  7 ,  5 ,  37 ,  408 ,"  1,211 ","  8,460 ","  14,859 ","  15,610 ","  15,988 ","  15,768 ","  15,957 ","  17,092 ","  16,488 "
Total,Gage Park,"  31,535 ","  30,343 ","  30,149 ","  28,244 ","  26,698 ","  24,445 ","  26,957 ","  39,193 ","  39,894 ","  39,492 ","  39,580 ","  40,381 ","  41,202 ","  40,926 ","40,873"
Asian,Gage Park,,,,,  16 , N/A ,  205 ,  161 ,  121 ,  400 ,  365 ,  333 ,  350 ,  191 ,193
Black or African-American,Gage Park, - ,  1 ,  6 ,  2 ,  1 ,  163 ,"  1,292 ","  2,743 ","  2,161 ","  1,745 ","  1,545 ","  1,336 ","  1,342 ","  1,352 ","1,448"
Persons of Spanish Language*,Gage Park,,,,,  376 ,"  2,701 ","  10,574 ","  31,079 ","  35,589 ","  35,456 ","  35,998 ","  37,260 ","  38,009 ","  37,904 ","37,659"
White,Gage Park,"  31,529 ","  30,335 ","  30,132 ","  28,222 ","  26,629 ","  21,212 ","  14,819 ","  4,811 ","  1,892 ","  1,872 ","  1,627 ","  1,421 ","  1,460 ","  1,432 ","1,532"
Percent Black,Gage Park,,  0 ,  0 ,  0 ,  0 ,  1 ,  5 ,  7 ,  5 ,  4 ,  4 ,  3 ,  3 ,  3 ,  4 
Nonwhite, Gage Park ,  6 ,  8 ,  17 ,  22 ,  69 ,"  3,233 ","  12,138 ","  34,382 ","  38,002 ","  37,620 ","  37,953 ","  38,960 ","  39,742 ","  39,494 ","  39,341 "
Total,Clearing,"  5,434 ","  6,068 ","  10,591 ","  18,797 ","  24,488 ","  22,584 ","  21,490 ","  22,331 ","  23,139 ","  22,716 ","  23,399 ","  24,452 ","  24,962 ","  25,200 ","25,891"
Asian,Clearing,,,,,  32 , N/A ,  119 ,  152 ,  212 ,  184 ,  300 ,  345 ,  319 ,  361 ,184
Black or African-American,Clearing, - ,  6 ,  1 ,  2 ,  1 ,  5 ,  9 ,  137 ,  282 ,  121 ,  147 ,  167 ,  140 ,  340 ,400
Persons of Spanish Language*,Clearing,,,,,  671 ,  916 ,"  1,615 ","  4,688 ","  10,484 ","  10,460 ","  10,554 ","  12,005 ","  12,361 ","  12,527 ","13,698"
White,Clearing,"  5,417 ","  6,060 ","  10,582 ","  18,777 ","  24,409 ","  21,550 ","  19,712 ","  17,047 ","  11,921 ","  11,775 ","  12,250 ","  11,776 ","  11,871 ","  11,672 ","11,176"
Percent Black,Clearing,,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  1 ,  1 ,  1 ,  1 ,  1 ,  1 ,  1 ,  2 
Nonwhite, Clearing ,  17 ,  8 ,  9 ,  20 ,  79 ,"  1,034 ","  1,778 ","  5,284 ","  11,218 ","  10,941 ","  11,149 ","  12,676 ","  13,091 ","  13,528 ","  14,715 "
Total,West Lawn,"  8,919 ","  10,289 ","  14,460 ","  26,910 ","  18,597 ","  24,748 ","  23,402 ","  29,235 ","  33,355 ","  32,950 ","  33,199 ","  33,477 ","  32,749 ","  33,595 ","33,108"
Asian,West Lawn,,,,,  51 , N/A ,  173 ,  272 ,  210 ,  95 ,  108 ,  143 ,  178 ,  193 ,185
Black or African-American,West Lawn,  3 ,  5 ,  12 ,  5 ,  10 ,  52 ,  58 ,  760 ,"  1,390 ","  1,041 ","  1,097 ",  932 ,"  1,067 ","  1,154 ","1,152"
Persons of Spanish Language*,West Lawn,,,,,  144 ,  599 ,"  2,519 ","  15,179 ","  26,669 ","  26,078 ","  26,576 ","  26,926 ","  26,395 ","  27,169 ","26,666"
White,West Lawn,"  8,916 ","  10,284 ","  14,441 ","  26,893 ","  18,506 ","  23,917 ","  20,617 ","  12,540 ","  4,924 ","  5,514 ","  5,306 ","  5,350 ","  4,989 ","  5,008 ","5,033"
Percent Black,West Lawn,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  3 ,  4 ,  3 ,  3 ,  3 ,  3 ,  3 ,  3 
Nonwhite, West Lawn ,  3 ,  5 ,  19 ,  17 ,  91 ,  831 ,"  2,785 ","  16,695 ","  28,431 ","  27,436 ","  27,893 ","  28,127 ","  27,760 ","  28,587 ","  28,075 "
Total,Chicago Lawn,"  47,462 ","  49,291 ","  50,211 ","  51,347 ","  48,435 ","  46,568 ","  51,243 ","  61,412 ","  55,628 ","  54,807 ","  55,598 ","  56,293 ","  55,551 ","  54,265 ","53,098"
Asian,Chicago Lawn,,,,,  91 , N/A ,  851 ,  393 ,  190 ,  439 ,  448 ,  421 ,  529 ,  304 ,227
Black or African-American,Chicago Lawn,  6 ,  6 ,  18 ,  3 ,  10 ,"  4,762 ","  13,404 ","  32,240 ","  27,403 ","  29,311 ","  28,451 ","  27,974 ","  26,100 ","  25,023 ","23,801"
Persons of Spanish Language*,Chicago Lawn,,,,,  522 ,"  4,940 ","  14,549 ","  21,534 ","  25,141 ","  22,881 ","  24,409 ","  25,583 ","  26,377 ","  26,109 ","26,322"
White,Chicago Lawn,"  47,441 ","  49,282 ","  50,187 ","  51,294 ","  48,242 ","  35,698 ","  22,216 ","  6,190 ","  2,419 ","  1,900 ","  1,934 ","  1,854 ","  1,873 ","  1,973 ","1,878"
Percent Black,Chicago Lawn,  0 ,  0 ,  0 ,  0 ,  0 ,  10 ,  26 ,  52 ,  49 ,  53 ,  51 ,  50 ,  47 ,  46 ,  45 
Nonwhite, Chicago Lawn ,  21 ,  9 ,  24 ,  53 ,  193 ,"  10,870 ","  29,027 ","  55,222 ","  53,209 ","  52,907 ","  53,664 ","  54,439 ","  53,678 ","  52,292 ","  51,220 "
Total,West Englewood,"  63,845 ","  64,171 ","  62,842 ","  58,516 ","  61,910 ","  62,069 ","  52,772 ","  45,282 ","  35,505 ","  35,294 ","  34,632 ","  34,272 ","  32,156 ","  30,798 ","29,929"
Asian,West Englewood,,,,,  132 , N/A ,  48 ,  29 ,  19 ,  41 ,  40 ,  11 ,  19 ,  6 ,4
Black or African-American,West Englewood,"  1,967 ","  2,479 ","  3,756 ","  6,842 ","  29,917 ","  60,546 ","  51,750 ","  44,271 ","  34,178 ","  33,477 ","  32,827 ","  32,203 ","  29,955 ","  28,249 ","27,304"
Persons of Spanish Language*,West Englewood,,,,,"  1,977 ",  686 ,  331 ,  459 ,  774 ,  904 ,  985 ,"  1,297 ","  1,563 ","  1,890 ","1,918"
White,West Englewood,"  61,854 ","  61,666 ","  59,045 ","  51,583 ","  31,622 ",  716 ,  578 ,  164 ,  130 ,  429 ,  358 ,  258 ,  235 ,  244 ,289
Percent Black,West Englewood,  3 ,  4 ,  6 ,  12 ,  48 ,  98 ,  98 ,  98 ,  96 ,  95 ,  95 ,  94 ,  93 ,  92 ,  91 
Nonwhite, West Englewood ,"  1,991 ","  2,505 ","  3,797 ","  6,933 ","  30,288 ","  61,353 ","  52,194 ","  45,118 ","  35,375 ","  34,865 ","  34,274 ","  34,014 ","  31,921 ","  30,554 ","  29,640 "
Total,Englewood,"  89,063 ","  92,849 ","  94,134 ","  97,595 ","  89,713 ","  59,075 ","  48,434 ","  40,222 ","  30,654 ","  28,824 ","  28,361 ","  27,297 ","  26,121 ","  26,020 ","25,075"
Asian,Englewood,,,,,  111 , N/A ,  66 ,  27 ,  34 ,  13 ,  22 ,  73 ,  76 ,  62 ,68
Black or African-American,Englewood,"  1,126 ","  2,008 ","  9,857 ","  67,216 ","  86,503 ","  58,037 ","  47,870 ","  39,352 ","  29,847 ","  28,076 ","  27,426 ","  26,054 ","  24,810 ","  24,690 ","23,711"
Persons of Spanish Language*,Englewood,,,,,"  1,740 ",  497 ,  231 ,  347 ,  325 ,  275 ,  308 ,  543 ,  682 ,  756 ,843
White,Englewood,"  87,873 ","  90,799 ","  84,167 ","  30,107 ","  2,696 ",  336 ,  190 ,  178 ,  105 ,  170 ,  188 ,  226 ,  199 ,  204 ,181
Percent Black,Englewood,  1 ,  2 ,  10 ,  69 ,  96 ,  98 ,  99 ,  98 ,  97 ,  97 ,  97 ,  95 ,  95 ,  95 ,  95 
Nonwhite, Englewood ,"  1,190 ","  2,050 ","  9,967 ","  67,488 ","  87,017 ","  58,739 ","  48,244 ","  40,044 ","  30,549 ","  28,654 ","  28,173 ","  27,071 ","  25,922 ","  25,816 ","  24,894 "
Total,Greater Grand Crossing,"  60,007 ","  61,554 ","  61,753 ","  63,169 ","  54,414 ","  45,218 ","  38,644 ","  38,619 ","  32,602 ","  32,873 ","  32,804 ","  32,849 ","  32,346 ","  32,461 ","31,766"
Asian,Greater Grand Crossing,,,,,  64 , N/A ,  21 ,  26 ,  21 ,  25 ,  37 ,  20 ,  22 ,  5 ,4
Black or African-American,Greater Grand Crossing,  254 ,  276 ,"  3,575 ","  54,257 ","  53,374 ","  44,466 ","  38,217 ","  37,779 ","  31,590 ","  31,659 ","  31,348 ","  31,332 ","  31,077 ","  31,301 ","30,556"
Persons of Spanish Language*,Greater Grand Crossing,,,,,  501 ,  266 ,  189 ,  276 ,  388 ,  451 ,  577 ,  602 ,  358 ,  387 ,450
White,Greater Grand Crossing,"  59,667 ","  61,257 ","  58,108 ","  8,687 ",  791 ,  271 ,  170 ,  146 ,  180 ,  324 ,  392 ,  419 ,  466 ,  431 ,393
Percent Black,Greater Grand Crossing,  0 ,  0 ,  6 ,  86 ,  98 ,  98 ,  99 ,  98 ,  97 ,  96 ,  96 ,  95 ,  96 ,  96 ,  96 
Nonwhite, Greater Grand Crossing ,  340 ,  297 ,"  3,645 ","  54,482 ","  53,623 ","  44,947 ","  38,474 ","  38,473 ","  32,422 ","  32,549 ","  32,412 ","  32,430 ","  31,880 ","  32,030 ","  31,373 "
Total,Ashburn,  733 ,  731 ,"  7,472 ","  38,638 ","  47,161 ","  40,477 ","  37,092 ","  39,584 ","  41,081 ","  42,788 ","  42,821 ","  42,809 ","  42,752 ","  43,283 ","43,792"
Asian,Ashburn,,,,,  73 , N/A ,  358 ,  408 ,  276 ,  121 ,  156 ,  195 ,  284 ,  314 ,315
Black or African-American,Ashburn, - , - ,  390 ,  1 ,  503 ,"  1,082 ","  3,697 ","  17,045 ","  18,976 ","  22,047 ","  20,940 ","  20,584 ","  20,817 ","  20,721 ","20,837"
Persons of Spanish Language*,Ashburn,,,,,  578 ,  905 ,"  2,331 ","  6,674 ","  15,132 ","  13,148 ","  14,699 ","  15,384 ","  15,455 ","  16,374 ","16,924"
White,Ashburn,  677 ,  731 ,"  7,071 ","  38,604 ","  46,543 ","  38,026 ","  30,656 ","  14,546 ","  6,251 ","  7,152 ","  6,814 ","  6,232 ","  5,555 ","  5,044 ","4,745"
Percent Black,Ashburn,,,  5 ,  0 ,  1 ,  3 ,  10 ,  43 ,  46 ,  52 ,  49 ,  48 ,  49 ,  48 ,  48 
Nonwhite, Ashburn ,  56 ,  - ,  401 ,  34 ,  618 ,"  2,451 ","  6,436 ","  25,038 ","  34,830 ","  35,636 ","  36,007 ","  36,577 ","  37,197 ","  38,239 ","  39,047 "
Total,Auburn Gresham,"  57,381 ","  57,293 ","  60,978 ","  59,484 ","  68,854 ","  65,132 ","  59,808 ","  55,928 ","  48,743 ","  49,634 ","  48,934 ","  47,611 ","  45,842 ","  45,770 ","46,278"
Asian,Auburn Gresham,,,,,  64 , N/A ,  28 ,  45 ,  33 ,  77 ,  118 ,  126 ,  126 ,  153 ,143
Black or African-American,Auburn Gresham,  17 ,  13 ,  18 ,  91 ,"  47,312 ","  63,708 ","  59,172 ","  54,862 ","  47,661 ","  48,680 ","  47,594 ","  46,204 ","  44,402 ","  44,267 ","44,435"
Persons of Spanish Language*,Auburn Gresham,,,,,  909 ,  463 ,  204 ,  347 ,  459 ,  484 ,  653 ,  672 ,  689 ,  614 ,862
White,Auburn Gresham,"  57,343 ","  57,271 ","  60,946 ","  59,346 ","  21,278 ",  738 ,  350 ,  237 ,  134 ,  135 ,  127 ,  175 ,  231 ,  257 ,324
Percent Black,Auburn Gresham,  0 ,  0 ,  0 ,  0 ,  69 ,  98 ,  99 ,  98 ,  98 ,  98 ,  97 ,  97 ,  97 ,  97 ,  96 
Nonwhite, Auburn Gresham ,  38 ,  22 ,  32 ,  138 ,"  47,576 ","  64,394 ","  59,458 ","  55,691 ","  48,609 ","  49,499 ","  48,807 ","  47,436 ","  45,611 ","  45,513 ","  45,954 "
Total,Beverly,"  13,793 ","  15,910 ","  20,186 ","  24,814 ","  26,771 ","  23,360 ","  22,385 ","  21,992 ","  20,034 ","  21,226 ","  21,762 ","  21,002 ","  20,815 ","  20,836 ","20,822"
Asian,Beverly,,,,,  78 , N/A ,  114 ,  121 ,  112 ,  61 ,  47 ,  83 ,  101 ,  89 ,163
Black or African-American,Beverly,  50 ,  67 ,  16 ,  14 ,  30 ,"  3,151 ","  5,369 ","  7,006 ","  6,838 ","  7,366 ","  7,792 ","  7,601 ","  7,257 ","  7,047 ","7,031"
Persons of Spanish Language*,Beverly,,,,,  122 ,  308 ,  393 ,  643 ,  915 ,"  1,092 ","  1,304 ","  1,169 ","  1,414 ","  1,200 ","1,095"
White,Beverly,"  13,740 ","  15,841 ","  20,165 ","  24,791 ","  26,653 ","  19,749 ","  16,451 ","  13,814 ","  11,785 ","  12,358 ","  12,157 ","  11,761 ","  11,604 ","  12,043 ","12,012"
Percent Black,Beverly,  0 ,  0 ,  0 ,  0 ,  0 ,  13 ,  24 ,  32 ,  34 ,  35 ,  36 ,  36 ,  35 ,  34 ,  34 
Nonwhite, Beverly ,  53 ,  69 ,  21 ,  23 ,  118 ,"  3,611 ","  5,934 ","  8,178 ","  8,249 ","  8,868 ","  9,605 ","  9,241 ","  9,211 ","  8,793 ","  8,810 "
Total,Washington Heights,"  17,865 ","  19,370 ","  24,488 ","  29,793 ","  36,540 ","  36,453 ","  32,114 ","  29,843 ","  26,493 ","  26,021 ","  26,241 ","  26,435 ","  27,116 ","  27,055 ","27,453"
Asian,Washington Heights,,,,,  82 , N/A ,  20 ,  9 ,  12 ,  2 ,  1 ,  1 ,  -   ,  8 ,8
Black or African-American,Washington Heights,  33 ,  49 ,  44 ,"  3,711 ","  27,307 ","  35,644 ","  31,621 ","  29,108 ","  25,793 ","  25,390 ","  25,267 ","  25,394 ","  25,968 ","  25,981 ","26,293"
Persons of Spanish Language*,Washington Heights,,,,,  570 ,  177 ,  140 ,  231 ,  258 ,  189 ,  290 ,  359 ,  287 ,  324 ,215
White,Washington Heights,"  17,790 ","  19,319 ","  24,427 ","  26,017 ","  9,078 ",  518 ,  293 ,  193 ,  121 ,  257 ,  248 ,  198 ,  351 ,  170 ,183
Percent Black,Washington Heights,  0 ,  0 ,  0 ,  12 ,  75 ,  98 ,  98 ,  98 ,  97 ,  98 ,  96 ,  96 ,  96 ,  96 ,  96 
Nonwhite, Washington Heights ,  75 ,  51 ,  61 ,"  3,776 ","  27,462 ","  35,935 ","  31,821 ","  29,650 ","  26,372 ","  25,764 ","  25,993 ","  26,237 ","  26,765 ","  26,885 ","  27,270 "
Total,Mount Greenwood,"  3,310 ","  4,390 ","  12,331 ","  21,941 ","  23,186 ","  20,084 ","  19,179 ","  18,820 ","  19,093 ","  18,475 ","  18,397 ","  18,357 ","  18,783 ","  19,029 ","19,277"
Asian,Mount Greenwood,,,,,  20 , N/A ,  70 ,  61 ,  126 ,  169 ,  169 ,  410 ,  383 ,  368 ,433
Black or African-American,Mount Greenwood, - , - ,  3 ,  4 ,  22 ,  92 ,  247 ,  672 ,  987 ,  937 ,  827 ,  826 ,  664 ,  589 ,629
Persons of Spanish Language*,Mount Greenwood,,,,,  57 ,  154 ,  362 ,  723 ,"  1,382 ",  937 ,"  1,120 ","  1,040 ","  1,205 ","  2,090 ","1,652"
White,Mount Greenwood,"  3,310 ","  4,389 ","  12,328 ","  21,918 ","  23,141 ","  19,767 ","  18,473 ","  17,127 ","  16,413 ","  16,318 ","  16,110 ","  15,870 ","  16,289 ","  15,730 ","16,330"
Percent Black,Mount Greenwood,,,  0 ,  0 ,  0 ,  0 ,  1 ,  4 ,  5 ,  5 ,  4 ,  4 ,  4 ,  3 ,  3 
Nonwhite, Mount Greenwood ,  - ,  1 ,  3 ,  23 ,  45 ,  317 ,  706 ,"  1,693 ","  2,680 ","  2,157 ","  2,287 ","  2,487 ","  2,494 ","  3,299 ","  2,947 "
Total,Morgan Park,"  12,747 ","  15,645 ","  22,618 ","  27,912 ","  31,016 ","  29,315 ","  26,740 ","  25,226 ","  22,544 ","  22,681 ","  23,568 ","  23,204 ","  22,908 ","  23,019 ","22,375"
Asian,Morgan Park,,,,,  51 , N/A ,  82 ,  83 ,  92 ,  124 ,  103 ,  52 ,  54 ,  45 ,30
Black or African-American,Morgan Park,"  4,466 ","  6,185 ","  8,984 ","  9,797 ","  14,799 ","  18,226 ","  17,225 ","  16,816 ","  15,039 ","  14,511 ","  14,828 ","  15,131 ","  15,125 ","  15,252 ","14,710"
Persons of Spanish Language*,Morgan Park,,,,,  176 ,  280 ,  340 ,  533 ,  619 ,  519 ,  464 ,  623 ,  638 ,  805 ,841
White,Morgan Park,"  8,267 ","  9,451 ","  13,618 ","  18,082 ","  16,120 ","  10,661 ","  9,043 ","  7,510 ","  6,473 ","  7,175 ","  7,760 ","  6,925 ","  6,546 ","  6,313 ","6,195"
Percent Black,Morgan Park,  35 ,  40 ,  40 ,  35 ,  48 ,  62 ,  64 ,  67 ,  67 ,  64 ,  63 ,  65 ,  66 ,  66 ,  66 
Nonwhite, Morgan Park ,"  4,480 ","  6,194 ","  9,000 ","  9,830 ","  14,896 ","  18,654 ","  17,697 ","  17,716 ","  16,071 ","  15,506 ","  15,808 ","  16,279 ","  16,362 ","  16,706 ","  16,180 "
Total,O'Hare,,,,,"  6,342 ","  11,068 ","  11,192 ","  11,956 ","  12,756 ","  13,687 ","  13,700 ","  14,143 ","  13,483 ","  12,902 ","12,139"
Asian,O'Hare,,,,,  71 , N/A ,  307 ,  885 ,"  1,058 ","  1,158 ","  1,300 ","  1,359 ","  1,487 ","  1,407 ",969
Black or African-American,O'Hare,,,,,  11 ,  163 ,  312 ,  258 ,  403 ,  200 ,  175 ,  150 ,  104 ,  231 ,149
Persons of Spanish Language*,O'Hare,,,,,  140 ,  288 ,  519 ,  773 ,"  1,212 ","  1,878 ","  1,740 ","  1,675 ","  1,150 ","  1,127 ",780
White,O'Hare,,,,,"  6,250 ","  10,374 ","  10,037 ","  9,735 ","  9,845 ","  10,087 ","  10,080 ","  10,375 ","  10,130 ","  9,475 ","9,682"
Percent Black,O'Hare,,,,,  0 ,  1 ,  3 ,  2 ,  3 ,  1 ,  1 ,  1 ,  1 ,  2 ,  1 
Nonwhite, O'Hare ,  - ,  - ,  - ,  - ,  92 ,  694 ,"  1,155 ","  2,221 ","  2,911 ","  3,600 ","  3,620 ","  3,768 ","  3,353 ","  3,427 ","  2,457 "
Total,Edgewater,"  53,938 ","  55,503 ","  54,606 ","  51,579 ","  61,598 ","  58,561 ","  60,703 ","  62,198 ","  56,521 ","  55,333 ","  55,548 ","  55,276 ","  54,873 ","  55,430 ","55,965"
Asian,Edgewater,,,,,"  2,580 ", N/A ,"  7,041 ","  7,172 ","  6,582 ","  6,733 ","  6,953 ","  6,482 ","  6,340 ","  6,430 ","6,579"
Black or African-American,Edgewater,  86 ,  111 ,  91 ,  53 ,  373 ,"  6,368 ","  11,643 ","  10,564 ","  8,104 ","  8,114 ","  7,390 ","  7,685 ","  7,853 ","  7,592 ","7,446"
Persons of Spanish Language*,Edgewater,,,,,"  4,859 ","  7,805 ","  10,567 ","  12,176 ","  9,318 ","  9,019 ","  9,455 ","  9,007 ","  8,918 ","  9,081 ","9,326"
White,Edgewater,"  53,772 ","  55,364 ","  54,332 ","  50,448 ","  57,836 ","  37,256 ","  31,070 ","  29,782 ","  30,889 ","  29,573 ","  29,695 ","  30,151 ","  29,912 ","  30,615 ","30,785"
Percent Black,Edgewater,  0 ,  0 ,  0 ,  0 ,  1 ,  11 ,  19 ,  17 ,  14 ,  15 ,  13 ,  14 ,  14 ,  14 ,  13 
Nonwhite, Edgewater ,  166 ,  139 ,  274 ,"  1,131 ","  3,762 ","  21,305 ","  29,633 ","  32,416 ","  25,632 ","  25,760 ","  25,853 ","  25,125 ","  24,961 ","  24,815 ","  25,180 "
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
TRUE,,,,,,,,,,,,,,,,
